run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	experiment_title	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
SRR12183536	SAMN15485792	SRX8697839	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of EB sample from mesocosm with soil and Experiment 3. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/036/SRR12183536/SRR12183536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/036/SRR12183536/SRR12183536_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/036/SRR12183536	
SRR12183559	SAMN15485656	SRX8697816	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Sand soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/059/SRR12183559/SRR12183559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/059/SRR12183559/SRR12183559_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/059/SRR12183559	
SRR12183538	SAMN15485790	SRX8697837	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of EB sample from mesocosm with soil and Experiment 3. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/038/SRR12183538/SRR12183538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/038/SRR12183538/SRR12183538_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/038/SRR12183538	
SRR12183561	SAMN15485646	SRX8697814	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/061/SRR12183561/SRR12183561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/061/SRR12183561/SRR12183561_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/061/SRR12183561	
SRR12183539	SAMN15485789	SRX8697836	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/039/SRR12183539/SRR12183539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/039/SRR12183539/SRR12183539_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/039/SRR12183539	
SRR12183541	SAMN15485787	SRX8697834	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/041/SRR12183541/SRR12183541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/041/SRR12183541/SRR12183541_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/041/SRR12183541	
SRR12183547	SAMN15485782	SRX8697828	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/047/SRR12183547/SRR12183547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/047/SRR12183547/SRR12183547_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/047/SRR12183547	
SRR12183555	SAMN15485775	SRX8697820	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/055/SRR12183555/SRR12183555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/055/SRR12183555/SRR12183555_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/055/SRR12183555	
SRR12183131	SAMN15485742	SRX8697810	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/031/SRR12183131/SRR12183131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/031/SRR12183131/SRR12183131_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/031/SRR12183131	
SRR12183135	SAMN15485738	SRX8697806	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/035/SRR12183135/SRR12183135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/035/SRR12183135/SRR12183135_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/035/SRR12183135	
SRR12183138	SAMN15485736	SRX8697804	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/038/SRR12183138/SRR12183138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/038/SRR12183138/SRR12183138_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/038/SRR12183138	
SRR12183141	SAMN15485871	SRX8697801	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/041/SRR12183141/SRR12183141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/041/SRR12183141/SRR12183141_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/041/SRR12183141	
SRR12183143	SAMN15485869	SRX8697799	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/043/SRR12183143/SRR12183143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/043/SRR12183143/SRR12183143_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/043/SRR12183143	
SRR12183145	SAMN15485867	SRX8697797	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/045/SRR12183145/SRR12183145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/045/SRR12183145/SRR12183145_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/045/SRR12183145	
SRR12183148	SAMN15485865	SRX8697794	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/048/SRR12183148/SRR12183148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/048/SRR12183148/SRR12183148_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/048/SRR12183148	
SRR12183151	SAMN15485862	SRX8697791	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/051/SRR12183151/SRR12183151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/051/SRR12183151/SRR12183151_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/051/SRR12183151	
SRR12183152	SAMN15485861	SRX8697790	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/052/SRR12183152/SRR12183152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/052/SRR12183152/SRR12183152_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/052/SRR12183152	
SRR12183153	SAMN15485860	SRX8697789	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/053/SRR12183153/SRR12183153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/053/SRR12183153/SRR12183153_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/053/SRR12183153	
SRR12183154	SAMN15485859	SRX8697788	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/054/SRR12183154/SRR12183154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/054/SRR12183154/SRR12183154_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/054/SRR12183154	
SRR12183159	SAMN15485855	SRX8697783	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/059/SRR12183159/SRR12183159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/059/SRR12183159/SRR12183159_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/059/SRR12183159	
SRR12183166	SAMN15485848	SRX8697776	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of GV sample from mesocosm with soil and Gv Experiment 3. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/066/SRR12183166/SRR12183166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/066/SRR12183166/SRR12183166_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/066/SRR12183166	
SRR12183170	SAMN15485921	SRX8697772	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/070/SRR12183170/SRR12183170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/070/SRR12183170/SRR12183170_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/070/SRR12183170	
SRR12183173	SAMN15485918	SRX8697769	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/073/SRR12183173/SRR12183173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/073/SRR12183173/SRR12183173_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/073/SRR12183173	
SRR12183175	SAMN15485916	SRX8697767	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/075/SRR12183175/SRR12183175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/075/SRR12183175/SRR12183175_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/075/SRR12183175	
SRR12183176	SAMN15485673	SRX8697766	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Florence soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/076/SRR12183176/SRR12183176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/076/SRR12183176/SRR12183176_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/076/SRR12183176	
SRR12183179	SAMN15485913	SRX8697763	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Florence soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/079/SRR12183179/SRR12183179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/079/SRR12183179/SRR12183179_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/079/SRR12183179	
SRR12183182	SAMN15485910	SRX8697760	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Florence soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/082/SRR12183182/SRR12183182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/082/SRR12183182/SRR12183182_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/082/SRR12183182	
SRR12183183	SAMN15485909	SRX8697759	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Florence soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/083/SRR12183183/SRR12183183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/083/SRR12183183/SRR12183183_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/083/SRR12183183	
SRR12183185	SAMN15485907	SRX8697757	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/085/SRR12183185/SRR12183185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/085/SRR12183185/SRR12183185_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/085/SRR12183185	
SRR12183187	SAMN15485672	SRX8697755	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/087/SRR12183187/SRR12183187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/087/SRR12183187/SRR12183187_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/087/SRR12183187	
SRR12183190	SAMN15485903	SRX8697752	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/090/SRR12183190/SRR12183190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/090/SRR12183190/SRR12183190_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/090/SRR12183190	
SRR12183192	SAMN15485901	SRX8697750	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/092/SRR12183192/SRR12183192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/092/SRR12183192/SRR12183192_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/092/SRR12183192	
SRR12183195	SAMN15485898	SRX8698041	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/095/SRR12183195/SRR12183195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/095/SRR12183195/SRR12183195_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/095/SRR12183195	
SRR12183199	SAMN15485970	SRX8697743	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/099/SRR12183199/SRR12183199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/099/SRR12183199/SRR12183199_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/099/SRR12183199	
SRR12183200	SAMN15485969	SRX8697742	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/000/SRR12183200/SRR12183200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/000/SRR12183200/SRR12183200_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/000/SRR12183200	
SRR12183202	SAMN15485967	SRX8697740	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RS sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/002/SRR12183202/SRR12183202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/002/SRR12183202/SRR12183202_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/002/SRR12183202	
SRR12183204	SAMN15485678	SRX8697738	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Pendelton soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/004/SRR12183204/SRR12183204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/004/SRR12183204/SRR12183204_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/004/SRR12183204	
SRR12183208	SAMN15485962	SRX8697734	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/008/SRR12183208/SRR12183208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/008/SRR12183208/SRR12183208_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/008/SRR12183208	
SRR12183209	SAMN15485961	SRX8697733	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/009/SRR12183209/SRR12183209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/009/SRR12183209/SRR12183209_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/009/SRR12183209	
SRR12183210	SAMN15485960	SRX8697732	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/010/SRR12183210/SRR12183210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/010/SRR12183210/SRR12183210_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/010/SRR12183210	
SRR12183216	SAMN15485955	SRX8697726	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/016/SRR12183216/SRR12183216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/016/SRR12183216/SRR12183216_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/016/SRR12183216	
SRR12183217	SAMN15485954	SRX8697725	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/017/SRR12183217/SRR12183217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/017/SRR12183217/SRR12183217_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/017/SRR12183217	
SRR12183219	SAMN15485952	SRX8697723	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Pendelton soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/019/SRR12183219/SRR12183219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/019/SRR12183219/SRR12183219_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/019/SRR12183219	
SRR12183224	SAMN15485709	SRX8697718	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/024/SRR12183224/SRR12183224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/024/SRR12183224/SRR12183224_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/024/SRR12183224	
SRR12183225	SAMN15485708	SRX8697717	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/025/SRR12183225/SRR12183225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/025/SRR12183225/SRR12183225_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/025/SRR12183225	
SRR12183228	SAMN15485652	SRX8697714	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Pendelton soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/028/SRR12183228/SRR12183228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/028/SRR12183228/SRR12183228_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/028/SRR12183228	
SRR12183231	SAMN15485703	SRX8697711	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/031/SRR12183231/SRR12183231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/031/SRR12183231/SRR12183231_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/031/SRR12183231	
SRR12183234	SAMN15485700	SRX8697708	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/034/SRR12183234/SRR12183234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/034/SRR12183234/SRR12183234_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/034/SRR12183234	
